InvoiceNo,Description,Quantity
104232,Cheese,2
104232,Chocolate,2
104232,Tissue Paper,1
104232,Yogurt,3
104232,Biscuits,1
104232,Sugar,3
104233,Toothpaste,3
104233,Grapes,1
104233,Toothbrush,1
104233,Conditioner,1
104233,Wheat Flour,1
104234,Banana,2
104234,Salt,2
104234,Eggs,2
104235,Tea,2
104235,Bread,2
104235,Chips,3
104235,Butter,3
104235,Tomato,1
104236,Detergent,3
104236,Jam,1
104236,Butter,1
104236,Biscuits,2
104236,Toothbrush,2
104237,Chocolate,1
104237,Soap,2
104237,Potato,1
104237,Cooking Oil,2
104237,Orange,3
104238,Milk,1
104238,Tea,2
104238,Shampoo,3
104238,Conditioner,1
104238,Sugar,3
104239,Butter,1
104239,Jam,1
104239,Bread,1
104240,Milk,3
104240,Popcorn,2
104240,Tea,2
104240,Fish,2
104240,Soft Drink,3
104240,Conditioner,3
104241,Coffee,3
104241,Rice,1
104241,Toothbrush,2
104242,Cookies,3
104242,Rice,1
104242,Spices,1
104242,Salt,3
104242,Yogurt,1
104242,Cooking Oil,2
104242,Orange,3
104243,Banana,3
104243,Bread,2
104243,Salt,1
104243,Cooking Oil,3
104243,Butter,1
104244,Toothpaste,3
104244,Onion,3
104244,Soft Drink,3
104244,Toothbrush,2
104244,Tomato,2
104245,Chocolate,3
104245,Fish,3
104245,Rice,2
104245,Toothbrush,2
104246,Onion,1
104246,Chicken,1
104246,Toothbrush,3
104247,Eggs,3
104247,Apple,3
104247,Salt,1
104247,Grapes,3
104247,Orange,3
104248,Carrot,3
104248,Cheese,2
104248,Salt,3
104248,Butter,2
104248,Tomato,2
104249,Rice,3
104249,Spices,3
104249,Apple,1
104249,Salt,1
104249,Cooking Oil,1
104250,Shampoo,1
104250,Fruit Juice,2
104250,Orange,2
104250,Tomato,3
104251,Milk,1
104251,Chicken,1
104251,Eggs,1
104251,Shampoo,2
104251,Coffee,2
104251,Yogurt,2
104252,Fruit Juice,3
104252,Grapes,2
104252,Salt,2
104252,Conditioner,2
104253,Dishwashing Liquid,3
104253,Detergent,1
104253,Apple,3
104253,Grapes,3
104253,Butter,2
104253,Orange,1
104253,Tomato,3
104254,Carrot,2
104254,Bread,3
104254,Coffee,3
104254,Chips,2
104254,Soft Drink,1
104255,Cookies,2
104255,Detergent,3
104255,Rice,1
104255,Sugar,1
104256,Toothpaste,1
104256,Tea,2
104256,Soap,1
104256,Shampoo,3
104256,Cooking Oil,3
104256,Butter,3
104257,Cookies,2
104257,Banana,1
104257,Chicken,3
104257,Apple,1
104257,Yogurt,1
104257,Soft Drink,2
104258,Tea,2
104258,Detergent,1
104258,Grapes,2
104258,Shampoo,2
104259,Cookies,2
104259,Cheese,2
104259,Onion,2
104259,Chips,2
104259,Conditioner,1
104259,Sugar,1
104260,Carrot,1
104260,Cookies,2
104260,Cheese,1
104260,Jam,2
104260,Salt,1
104261,Apple,2
104261,Banana,3
104261,Onion,1
104262,Banana,2
104262,Popcorn,3
104262,Fruit Juice,2
104262,Jam,1
104262,Apple,2
104262,Yogurt,3
104262,Soft Drink,1
104262,Wheat Flour,3
104263,Potato,2
104263,Salt,1
104263,Shampoo,2
104263,Chips,2
104264,Butter,3
104264,Jam,2
104264,Bread,2
104265,Jam,3
104265,Bread,2
104265,Conditioner,3
104265,Tissue Paper,3
104266,Carrot,2
104266,Popcorn,1
104266,Detergent,1
104266,Soap,1
104266,Salt,2
104266,Cooking Oil,2
104267,Coffee,3
104267,Milk,3
104267,Salt,1
104267,Sugar,2
104268,Carrot,1
104268,Cookies,2
104268,Potato,2
104268,Onion,2
104268,Cooking Oil,2
104268,Biscuits,3
104269,Banana,3
104269,Popcorn,2
104269,Tissue Paper,2
104269,Apple,1
104269,Salt,2
104269,Conditioner,3
104270,Cheese,2
104270,Fruit Juice,2
104270,Apple,2
104270,Grapes,2
104270,Butter,2
104271,Milk,3
104271,Chips,3
104271,Conditioner,3
104272,Spices,2
104272,Salt,1
104272,Chicken,3
104273,Salt,2
104273,Soft Drink,3
104273,Toothbrush,3
104274,Cookies,2
104274,Banana,1
104274,Popcorn,2
104274,Tissue Paper,1
104274,Bread,1
104274,Spices,3
104274,Jam,2
104275,Toothpaste,3
104275,Detergent,3
104275,Fish,2
104275,Cooking Oil,2
104275,Grapes,1
104275,Toothbrush,2
104276,Biscuits,2
104276,Salt,2
104276,Tea,3
104276,Fruit Juice,2
104277,Eggs,2
104277,Chips,1
104277,Soft Drink,1
104277,Wheat Flour,3
104278,Shampoo,1
104278,Eggs,2
104278,Conditioner,1
104278,Toothpaste,3
104279,Chocolate,2
104279,Fruit Juice,1
104279,Dishwashing Liquid,3
104279,Rice,1
104279,Coffee,3
104279,Cooking Oil,1
104279,Toothbrush,1
104280,Dishwashing Liquid,2
104280,Detergent,1
104280,Rice,3
104280,Apple,2
104280,Grapes,1
104280,Biscuits,2
104281,Banana,2
104281,Dishwashing Liquid,3
104281,Spices,2
104281,Salt,3
104281,Soft Drink,1
104282,Chips,3
104282,Cheese,1
104282,Chicken,2
104283,Popcorn,2
104283,Fruit Juice,1
104283,Yogurt,1
104283,Tomato,2
104283,Sugar,2
104284,Coffee,2
104284,Tomato,1
104284,Yogurt,3
104284,Toothpaste,1
104285,Chicken,1
104285,Salt,1
104285,Cooking Oil,1
104285,Soap,2
104286,Popcorn,2
104286,Fruit Juice,1
104286,Rice,1
104286,Chips,2
104286,Grapes,1
104287,Biscuits,1
104287,Eggs,1
104287,Popcorn,2
104288,Chicken,3
104288,Tissue Paper,2
104288,Rice,2
104288,Jam,1
104288,Yogurt,1
104288,Grapes,1
104289,Detergent,1
104289,Soap,1
104289,Shampoo,1
104289,Toothbrush,2
104289,Sugar,1
104290,Cookies,3
104290,Soap,2
104290,Potato,1
104290,Chips,2
104290,Conditioner,3
104290,Tomato,2
104291,Conditioner,1
104291,Rice,2
104291,Bread,2
104291,Grapes,1
104292,Orange,3
104292,Bread,3
104292,Dishwashing Liquid,1
104292,Sugar,1
104293,Chocolate,2
104293,Eggs,3
104293,Salt,3
104293,Biscuits,2
104293,Tomato,3
104294,Dishwashing Liquid,1
104294,Chocolate,1
104294,Fruit Juice,1
104294,Soap,1
104295,Cookies,3
104295,Chocolate,3
104295,Conditioner,1
104295,Tissue Paper,1
104296,Eggs,3
104296,Detergent,3
104296,Potato,2
104296,Onion,3
104296,Shampoo,1
104297,Popcorn,2
104297,Bread,3
104297,Grapes,3
104298,Eggs,2
104298,Banana,1
104298,Chips,1
104298,Toothpaste,2
104299,Butter,3
104299,Milk,1
104299,Cheese,1
104300,Onion,3
104300,Fish,2
104300,Dishwashing Liquid,3
104301,Tea,2
104301,Yogurt,2
104301,Cheese,1
104301,Biscuits,2
104302,Chocolate,2
104302,Dishwashing Liquid,3
104302,Bread,1
104302,Wheat Flour,1
104302,Toothbrush,1
104303,Chocolate,3
104303,Wheat Flour,2
104303,Tomato,2
104304,Cookies,1
104304,Banana,1
104304,Chocolate,1
104304,Shampoo,3
104304,Chips,2
104305,Cookies,2
104305,Bread,2
104305,Potato,3
104305,Butter,1
104305,Tomato,2
104306,Shampoo,2
104306,Detergent,2
104306,Grapes,2
104306,Toothbrush,3
104307,Chocolate,3
104307,Onion,2
104307,Rice,1
104307,Tomato,2
104308,Dishwashing Liquid,2
104308,Eggs,1
104308,Salt,3
104308,Orange,1
104309,Milk,3
104309,Cheese,1
104309,Rice,3
104309,Bread,3
104309,Shampoo,2
104309,Butter,1
104310,Toothpaste,3
104310,Apple,1
104310,Chips,1
104310,Yogurt,3
104310,Butter,3
104310,Conditioner,3
104311,Jam,3
104311,Toothbrush,3
104311,Conditioner,3
104311,Toothpaste,1
104312,Salt,1
104312,Chips,1
104312,Chocolate,2
104312,Soft Drink,3
104313,Onion,3
104313,Grapes,1
104313,Detergent,2
104313,Dishwashing Liquid,2
104314,Apple,3
104314,Yogurt,3
104314,Toothbrush,2
104314,Toothpaste,3
104315,Tea,3
104315,Coffee,3
104315,Yogurt,2
104315,Sugar,1
104316,Tea,1
104316,Shampoo,1
104316,Apple,3
104316,Chips,3
104316,Grapes,2
104316,Butter,3
104316,Conditioner,2
104316,Sugar,1
104317,Popcorn,2
104317,Dishwashing Liquid,1
104317,Eggs,1
104317,Potato,3
104317,Jam,3
104317,Soft Drink,3
104318,Salt,3
104318,Yogurt,1
104318,Dishwashing Liquid,3
104319,Tissue Paper,1
104319,Tea,1
104319,Cooking Oil,2
104319,Sugar,3
104319,Tomato,1
104320,Butter,3
104320,Rice,2
104320,Fruit Juice,1
104320,Tomato,1
104321,Milk,3
104321,Dishwashing Liquid,3
104321,Toothpaste,1
104321,Coffee,1
104321,Sugar,1
104322,Cookies,2
104322,Yogurt,2
104322,Bread,3
104322,Fruit Juice,2
104323,Carrot,3
104323,Spices,3
104323,Biscuits,3
104323,Tomato,1
104324,Carrot,1
104324,Orange,3
104324,Rice,1
104324,Grapes,3
104325,Milk,3
104325,Cheese,3
104325,Dishwashing Liquid,2
104325,Shampoo,1
104325,Chips,3
104325,Conditioner,3
104326,Banana,2
104326,Yogurt,1
104326,Toothbrush,2
104326,Toothpaste,2
104327,Shampoo,1
104327,Orange,2
104327,Biscuits,3
104327,Conditioner,1
104328,Eggs,1
104328,Spices,3
104328,Onion,2
104328,Conditioner,3
104328,Tomato,2
104329,Potato,1
104329,Apple,1
104329,Jam,2
104329,Fish,1
104330,Fruit Juice,3
104330,Soap,1
104330,Apple,1
104330,Grapes,1
104330,Toothbrush,3
104330,Sugar,1
104331,Carrot,1
104331,Popcorn,2
104331,Tea,3
104331,Spices,2
104331,Apple,2
104332,Toothpaste,1
104332,Tea,1
104332,Potato,1
104332,Toothbrush,1
104332,Sugar,2
104333,Coffee,1
104333,Yogurt,1
104333,Fruit Juice,2
104334,Popcorn,2
104334,Eggs,3
104334,Bread,3
104334,Soap,1
104334,Cooking Oil,3
104334,Grapes,1
104335,Cheese,3
104335,Tissue Paper,1
104335,Toothpaste,2
104335,Soap,2
104335,Spices,3
104335,Fish,3
104335,Grapes,2
104335,Sugar,3
104336,Onion,2
104336,Yogurt,3
104336,Grapes,2
104337,Rice,1
104337,Salt,3
104337,Fish,2
104337,Orange,3
104338,Cheese,1
104338,Bread,1
104338,Shampoo,1
104338,Jam,1
104338,Onion,2
104338,Fish,1
104338,Biscuits,3
104339,Potato,3
104339,Cookies,3
104339,Orange,1
104339,Sugar,1
104340,Detergent,2
104340,Chocolate,1
104340,Grapes,2
104341,Tissue Paper,1
104341,Rice,2
104341,Spices,1
104341,Salt,1
104341,Cooking Oil,3
104341,Grapes,3
104342,Tissue Paper,1
104342,Shampoo,3
104342,Coffee,1
104342,Spices,1
104342,Yogurt,2
104343,Coffee,1
104343,Milk,2
104343,Rice,2
104343,Sugar,1
104344,Carrot,2
104344,Cookies,1
104344,Chocolate,2
104344,Tissue Paper,2
104344,Conditioner,3
104344,Grapes,3
104344,Orange,2
104345,Toothpaste,2
104345,Bread,3
104345,Spices,2
104345,Onion,3
104345,Yogurt,2
104346,Banana,2
104346,Cheese,2
104346,Shampoo,1
104346,Apple,2
104346,Conditioner,3
104347,Cookies,1
104347,Cheese,3
104347,Chocolate,3
104347,Rice,1
104347,Spices,2
104347,Grapes,1
104348,Cookies,3
104348,Toothpaste,3
104348,Wheat Flour,2
104348,Salt,2
104348,Orange,3
104348,Toothbrush,1
104349,Popcorn,1
104349,Toothpaste,1
104349,Tea,2
104349,Spices,2
104349,Jam,3
104349,Wheat Flour,3
104350,Cheese,3
104350,Bread,3
104350,Spices,2
104350,Onion,2
104350,Salt,1
104351,Tea,2
104351,Jam,3
104351,Bread,1
104351,Soap,1
104352,Carrot,2
104352,Cheese,2
104352,Detergent,3
104352,Biscuits,3
104352,Sugar,1
104353,Shampoo,1
104353,Jam,3
104353,Cooking Oil,2
104353,Orange,2
104353,Toothbrush,1
104354,Salt,1
104354,Banana,1
104354,Soft Drink,1
104354,Sugar,1
104355,Milk,2
104355,Banana,1
104355,Rice,2
104355,Orange,2
104356,Banana,1
104356,Cheese,2
104356,Fruit Juice,1
104356,Tea,2
104356,Spices,1
104356,Wheat Flour,1
104357,Carrot,1
104357,Fruit Juice,1
104357,Fish,2
104357,Dishwashing Liquid,3
104358,Carrot,3
104358,Milk,2
104358,Cheese,2
104358,Bread,3
104358,Coffee,2
104358,Butter,1
104358,Tomato,1
104359,Spices,3
104359,Cooking Oil,1
104359,Rice,1
104359,Bread,3
104360,Cheese,1
104360,Dishwashing Liquid,1
104360,Shampoo,2
104360,Soft Drink,1
104360,Butter,3
104361,Spices,3
104361,Coffee,2
104361,Carrot,1
104361,Tissue Paper,2
104362,Chocolate,1
104362,Toothpaste,2
104362,Eggs,1
104362,Biscuits,2
104362,Toothbrush,1
104363,Butter,3
104363,Spices,2
104363,Eggs,2
104363,Fruit Juice,3
104364,Rice,3
104364,Chips,3
104364,Chicken,2
104364,Orange,1
104365,Chocolate,1
104365,Toothpaste,1
104365,Eggs,1
104365,Rice,1
104365,Soap,1
104366,Cookies,1
104366,Chocolate,2
104366,Fruit Juice,2
104366,Tissue Paper,2
104366,Onion,1
104367,Banana,2
104367,Popcorn,3
104367,Toothpaste,3
104367,Rice,3
104367,Biscuits,2
104368,Banana,3
104368,Detergent,1
104368,Wheat Flour,2
104369,Tea,2
104369,Biscuits,3
104369,Grapes,1
104369,Sugar,1
104370,Sugar,2
104370,Soap,3
104370,Tissue Paper,2
104371,Carrot,1
104371,Fruit Juice,1
104371,Soap,3
104371,Yogurt,2
104371,Butter,3
104372,Tissue Paper,1
104372,Potato,3
104372,Spices,3
104372,Chips,2
104372,Butter,2
104372,Orange,1
104373,Popcorn,2
104373,Chocolate,3
104373,Biscuits,2
104373,Tomato,2
104373,Wheat Flour,2
104374,Butter,1
104374,Milk,3
104374,Bread,3
104375,Popcorn,1
104375,Chicken,1
104375,Rice,2
104375,Jam,3
104375,Biscuits,2
104375,Butter,1
104376,Biscuits,3
104376,Spices,1
104376,Chicken,2
104376,Fruit Juice,3
104377,Onion,3
104377,Chicken,2
104377,Orange,1
104377,Soft Drink,3
104378,Eggs,1
104378,Rice,3
104378,Soap,2
104378,Shampoo,2
104378,Salt,3
104379,Milk,3
104379,Chocolate,2
104379,Tissue Paper,1
104379,Toothpaste,3
104379,Cooking Oil,1
104380,Dishwashing Liquid,2
104380,Rice,2
104380,Coffee,3
104380,Chips,2
104380,Soft Drink,2
104381,Toothpaste,1
104381,Soap,1
104381,Potato,1
104381,Toothbrush,1
104381,Tomato,1
104382,Bread,3
104382,Soap,1
104382,Shampoo,3
104382,Fish,1
104382,Wheat Flour,1
104383,Cookies,2
104383,Eggs,2
104383,Coffee,2
104383,Soft Drink,1
104384,Banana,1
104384,Tissue Paper,2
104384,Shampoo,2
104384,Jam,3
104384,Soft Drink,1
104384,Conditioner,3
104384,Wheat Flour,1
104385,Grapes,3
104385,Popcorn,2
104385,Chocolate,1
104385,Dishwashing Liquid,3
104386,Onion,3
104386,Eggs,3
104386,Conditioner,2
104387,Cheese,1
104387,Fruit Juice,3
104387,Tissue Paper,1
104387,Bread,1
104387,Yogurt,2
104387,Toothbrush,3
104388,Biscuits,2
104388,Grapes,2
104388,Soft Drink,3
104388,Sugar,2
104389,Shampoo,1
104389,Soap,2
104389,Biscuits,2
104389,Sugar,1
104390,Cheese,1
104390,Rice,3
104390,Soft Drink,2
104390,Tissue Paper,2
104391,Milk,2
104391,Eggs,3
104391,Rice,2
104391,Potato,1
104391,Yogurt,1
104392,Milk,3
104392,Jam,3
104392,Chips,2
104392,Soft Drink,2
104392,Tomato,3
104393,Milk,3
104393,Eggs,3
104393,Yogurt,1
104393,Grapes,3
104393,Soft Drink,3
104393,Sugar,1
104394,Potato,2
104394,Rice,1
104394,Toothbrush,2
104395,Tissue Paper,3
104395,Spices,3
104395,Potato,3
104395,Yogurt,1
104395,Conditioner,3
104395,Wheat Flour,2
104396,Biscuits,1
104396,Salt,2
104396,Cheese,2
104396,Wheat Flour,2
104397,Milk,3
104397,Banana,2
104397,Popcorn,1
104397,Dishwashing Liquid,2
104397,Tea,3
104398,Banana,1
104398,Tea,1
104398,Spices,1
104398,Coffee,1
104398,Sugar,3
104399,Dishwashing Liquid,1
104399,Tissue Paper,2
104399,Tea,2
104399,Eggs,1
104399,Chips,1
104399,Grapes,2
104400,Popcorn,1
104400,Detergent,3
104400,Potato,3
104400,Jam,1
104400,Biscuits,1
104400,Butter,1
104401,Shampoo,1
104401,Jam,2
104401,Soap,3
104402,Salt,3
104402,Chips,3
104402,Yogurt,3
104402,Cooking Oil,1
104402,Orange,2
104403,Cookies,3
104403,Chocolate,3
104403,Eggs,3
104403,Onion,1
104403,Salt,2
104404,Shampoo,2
104404,Soft Drink,3
104404,Grapes,1
104404,Toothbrush,3
104405,Butter,3
104405,Apple,2
104405,Detergent,2
104405,Tissue Paper,2
104406,Milk,2
104406,Tea,3
104406,Coffee,1
104406,Conditioner,2
104406,Sugar,2
104407,Spices,3
104407,Cooking Oil,2
104407,Jam,2
104407,Chicken,1
104408,Chips,1
104408,Cooking Oil,2
104408,Soft Drink,2
104409,Milk,1
104409,Banana,2
104409,Tea,3
104409,Eggs,1
104409,Orange,2
104410,Milk,1
104410,Popcorn,1
104410,Chicken,1
104410,Soap,1
104410,Apple,2
104410,Sugar,3
104411,Carrot,3
104411,Chicken,2
104411,Spices,2
104411,Salt,1
104411,Cooking Oil,1
104412,Banana,3
104412,Detergent,1
104412,Chips,3
104412,Fruit Juice,2
104413,Apple,1
104413,Salt,3
104413,Detergent,1
104414,Potato,2
104414,Jam,2
104414,Salt,1
104414,Popcorn,2
104415,Coffee,1
104415,Banana,3
104415,Milk,2
104415,Sugar,1
104416,Carrot,2
104416,Cheese,1
104416,Onion,2
104416,Tomato,3
104416,Orange,1
104416,Wheat Flour,3
104417,Cheese,3
104417,Onion,3
104417,Jam,1
104417,Chips,1
104417,Conditioner,1
104418,Cooking Oil,2
104418,Cookies,1
104418,Chocolate,2
104418,Conditioner,3
104419,Popcorn,1
104419,Chicken,2
104419,Dishwashing Liquid,3
104419,Tissue Paper,3
104419,Rice,3
104419,Potato,2
104419,Spices,1
104420,Shampoo,1
104420,Biscuits,2
104420,Conditioner,1
104420,Wheat Flour,2
104421,Banana,3
104421,Cheese,3
104421,Dishwashing Liquid,1
104421,Potato,3
104421,Chips,2
104421,Fish,3
104421,Tomato,2
104422,Popcorn,3
104422,Chicken,3
104422,Spices,2
104422,Soft Drink,1
104422,Tomato,2
104423,Cookies,2
104423,Fish,3
104423,Tissue Paper,3
104424,Carrot,2
104424,Milk,1
104424,Rice,3
104424,Apple,2
104424,Coffee,2
104424,Butter,2
104425,Fruit Juice,1
104425,Bread,2
104425,Spices,2
104425,Shampoo,2
104425,Butter,2
104426,Carrot,3
104426,Cheese,3
104426,Chicken,1
104426,Jam,3
104426,Salt,1
104427,Cooking Oil,3
104427,Salt,2
104427,Rice,1
104428,Banana,1
104428,Tea,3
104428,Shampoo,3
104428,Butter,1
104428,Conditioner,2
104429,Cheese,1
104429,Chocolate,3
104429,Eggs,3
104429,Bread,2
104429,Soft Drink,1
104430,Fruit Juice,3
104430,Apple,3
104430,Salt,1
104430,Yogurt,3
104430,Grapes,2
104431,Soap,2
104431,Potato,3
104431,Chips,2
104431,Fish,2
104431,Sugar,2
104432,Carrot,1
104432,Cookies,1
104432,Orange,3
104432,Sugar,3
104433,Butter,3
104433,Yogurt,2
104433,Wheat Flour,3
104433,Toothbrush,1
104434,Butter,2
104434,Eggs,1
104434,Cheese,2
104434,Sugar,3
104435,Banana,2
104435,Dishwashing Liquid,1
104435,Potato,2
104435,Apple,3
104435,Butter,2
104436,Cookies,3
104436,Spices,3
104436,Chips,1
104436,Soft Drink,1
104436,Butter,3
104437,Fruit Juice,1
104437,Eggs,3
104437,Bread,2
104437,Chips,2
104437,Toothbrush,3
104438,Bread,1
104438,Cheese,3
104438,Toothbrush,3
104438,Toothpaste,1
104439,Chicken,1
104439,Rice,2
104439,Onion,2
104439,Salt,2
104439,Sugar,2
104440,Rice,3
104440,Chips,3
104440,Yogurt,3
104440,Biscuits,2
104440,Orange,1
104441,Fruit Juice,1
104441,Apple,1
104441,Grapes,2
104441,Soft Drink,3
104441,Conditioner,2
104442,Milk,1
104442,Bread,3
104442,Spices,2
104442,Potato,3
104442,Chips,1
104442,Fish,3
104442,Butter,2
104443,Carrot,1
104443,Eggs,1
104443,Popcorn,3
104443,Soap,1
104444,Jam,3
104444,Salt,2
104444,Cheese,3
104444,Orange,2
104445,Rice,1
104445,Spices,1
104445,Potato,3
104445,Onion,1
104445,Salt,3
104445,Cooking Oil,3
104445,Biscuits,3
104445,Tomato,3
104446,Milk,2
104446,Banana,1
104446,Chicken,3
104446,Potato,3
104446,Grapes,3
104447,Tea,1
104447,Spices,2
104447,Salt,2
104447,Chips,3
104447,Fish,3
104447,Tomato,3
104447,Sugar,3
104448,Milk,3
104448,Banana,1
104448,Popcorn,1
104448,Chocolate,3
104448,Yogurt,2
104449,Spices,3
104449,Yogurt,2
104449,Soft Drink,2
104449,Sugar,2
104450,Cheese,3
104450,Chicken,1
104450,Chocolate,1
104450,Onion,1
104450,Soft Drink,2
104451,Tea,1
104451,Fish,2
104451,Biscuits,2
104451,Sugar,2
104452,Chocolate,2
104452,Dishwashing Liquid,2
104452,Fruit Juice,2
104452,Onion,1
104452,Fish,1
104452,Grapes,3
104452,Biscuits,1
104453,Chicken,2
104453,Dishwashing Liquid,2
104453,Spices,2
104453,Grapes,1
104453,Butter,2
104454,Salt,3
104454,Cooking Oil,2
104454,Biscuits,2
104454,Conditioner,2
104454,Wheat Flour,2
104455,Milk,1
104455,Shampoo,3
104455,Onion,2
104455,Jam,2
104455,Wheat Flour,1
104456,Rice,1
104456,Spices,2
104456,Salt,3
104456,Cooking Oil,3
104456,Tomato,1
104457,Spices,2
104457,Jam,1
104457,Wheat Flour,2
104457,Sugar,2
104458,Carrot,3
104458,Onion,3
104458,Shampoo,1
104459,Carrot,3
104459,Milk,3
104459,Rice,1
104459,Grapes,3
104460,Milk,3
104460,Fruit Juice,3
104460,Potato,1
104460,Spices,1
104460,Orange,2
104460,Wheat Flour,1
104461,Coffee,1
104461,Milk,3
104461,Detergent,3
104461,Sugar,3
104462,Carrot,3
104462,Popcorn,2
104462,Tea,2
104462,Shampoo,3
104462,Orange,2
104463,Banana,1
104463,Popcorn,3
104463,Chicken,1
104463,Tea,2
104463,Eggs,3
104463,Detergent,3
104463,Toothbrush,2
104464,Fish,2
104464,Chicken,3
104464,Dishwashing Liquid,2
104465,Cookies,1
104465,Chicken,1
104465,Soap,3
104465,Jam,3
104465,Tomato,1
104465,Sugar,1
104466,Shampoo,1
104466,Spices,1
104466,Detergent,1
104466,Grapes,2
104467,Spices,3
104467,Cooking Oil,3
104467,Chicken,3
104468,Carrot,1
104468,Milk,3
104468,Banana,2
104468,Tea,3
104468,Jam,2
104468,Salt,2
104468,Sugar,3
104469,Cookies,1
104469,Banana,1
104469,Chicken,3
104469,Chocolate,2
104469,Orange,1
104470,Bread,2
104470,Butter,3
104470,Toothbrush,1
104470,Conditioner,2
104470,Wheat Flour,3
104471,Potato,1
104471,Jam,3
104471,Coffee,1
104471,Salt,3
104471,Butter,1
104472,Milk,3
104472,Tissue Paper,2
104472,Bread,3
104472,Rice,2
104472,Spices,1
104472,Salt,1
104473,Chicken,2
104473,Chocolate,3
104473,Fruit Juice,2
104473,Potato,3
104473,Apple,1
104474,Shampoo,1
104474,Fish,2
104474,Conditioner,3
104474,Wheat Flour,3
104475,Bread,1
104475,Coffee,1
104475,Apple,1
104475,Cooking Oil,3
104475,Biscuits,1
104475,Sugar,2
104476,Carrot,2
104476,Fruit Juice,1
104476,Potato,3
104476,Coffee,2
104476,Yogurt,3
104476,Fish,2
104477,Banana,3
104477,Chocolate,1
104477,Onion,1
104477,Chips,3
104477,Cooking Oil,3
104477,Soft Drink,3
104477,Conditioner,2
104478,Coffee,3
104478,Toothbrush,3
104478,Toothpaste,3
104479,Cookies,1
104479,Fruit Juice,1
104479,Eggs,2
104479,Soap,1
104479,Jam,1
104480,Spices,1
104480,Salt,2
104480,Banana,3
104481,Popcorn,3
104481,Shampoo,1
104481,Yogurt,1
104481,Fish,3
104481,Butter,1
104481,Conditioner,3
104482,Cheese,2
104482,Popcorn,2
104482,Detergent,3
104482,Shampoo,2
104482,Coffee,2
104482,Soft Drink,1
104482,Orange,1
104483,Tissue Paper,1
104483,Orange,3
104483,Tomato,3
104484,Cookies,2
104484,Tea,2
104484,Coffee,3
104484,Butter,2
104484,Biscuits,1
104484,Orange,2
104484,Sugar,1
104485,Cookies,1
104485,Fruit Juice,2
104485,Eggs,3
104485,Soap,1
104485,Tomato,1
104486,Cheese,3
104486,Fruit Juice,2
104486,Wheat Flour,1
104487,Rice,1
104487,Shampoo,1
104487,Potato,2
104487,Fish,2
104487,Wheat Flour,1
104488,Tea,2
104488,Conditioner,1
104488,Cheese,2
104488,Fruit Juice,3
104489,Carrot,3
104489,Chocolate,1
104489,Soft Drink,3
104489,Sugar,2
104489,Orange,1
104489,Tomato,3
104490,Carrot,1
104490,Tissue Paper,3
104490,Tea,1
104490,Biscuits,3
104490,Sugar,1
104491,Chicken,2
104491,Tissue Paper,2
104491,Toothpaste,1
104491,Onion,3
104491,Soft Drink,1
104491,Toothbrush,2
104492,Cookies,1
104492,Tea,2
104492,Shampoo,2
104492,Potato,2
104492,Apple,1
104492,Conditioner,2
104492,Sugar,2
104493,Banana,3
104493,Potato,2
104493,Apple,1
104493,Yogurt,2
104493,Grapes,1
104494,Carrot,1
104494,Bread,2
104494,Rice,1
104494,Fish,1
104494,Conditioner,2
104494,Toothbrush,3
104495,Yogurt,1
104495,Chicken,2
104495,Orange,3
104496,Spices,3
104496,Cooking Oil,1
104496,Chicken,2
104496,Toothpaste,2
104497,Apple,1
104497,Coffee,2
104497,Salt,1
104497,Soap,1
104498,Chocolate,1
104498,Tea,2
104498,Jam,1
104498,Orange,1
104498,Sugar,2
104499,Onion,3
104499,Chicken,1
104499,Grapes,2
104499,Soap,1
104500,Spices,1
104500,Detergent,2
104500,Chicken,1
104500,Fruit Juice,1
104501,Milk,2
104501,Cheese,1
104501,Bread,1
104501,Spices,1
104501,Onion,3
104501,Toothbrush,3
104502,Banana,1
104502,Cheese,1
104502,Toothpaste,3
104502,Tea,3
104502,Tissue Paper,2
104502,Eggs,1
104502,Conditioner,3
104503,Milk,1
104503,Popcorn,3
104503,Apple,3
104503,Coffee,3
104503,Sugar,3
104504,Tea,3
104504,Spices,1
104504,Jam,2
104504,Chips,1
104504,Salt,3
104504,Orange,3
104505,Butter,3
104505,Cookies,3
104505,Banana,1
104505,Chocolate,3
104506,Cookies,3
104506,Spices,3
104506,Coffee,3
104506,Chips,3
104506,Sugar,2
104507,Dishwashing Liquid,1
104507,Fruit Juice,1
104507,Bread,2
104507,Apple,2
104507,Coffee,3
104507,Conditioner,3
104508,Cheese,3
104508,Chicken,3
104508,Grapes,3
104508,Tissue Paper,1
104509,Soap,2
104509,Shampoo,2
104509,Fish,3
104509,Biscuits,3
104509,Orange,3
104510,Yogurt,1
104510,Chocolate,3
104510,Fruit Juice,2
104511,Cheese,3
104511,Tea,1
104511,Rice,1
104511,Shampoo,2
104511,Conditioner,2
104512,Salt,3
104512,Cheese,1
104512,Orange,1
104512,Soft Drink,1
104513,Carrot,1
104513,Potato,1
104513,Tomato,1
104514,Cookies,3
104514,Banana,1
104514,Popcorn,3
104514,Chocolate,3
104514,Soap,3
104514,Toothbrush,2
104515,Potato,1
104515,Cookies,1
104515,Yogurt,1
104516,Tissue Paper,1
104516,Coffee,3
104516,Chips,3
104516,Sugar,3
104516,Toothbrush,1
104517,Eggs,2
